Active,positive,Crude.Rate,negativeIncrease,mean_winter_temp,totalTestResultsIncrease,population,mean_summer_temp,pct_white,Lat,mean_summer_rm,popdensity,older_percent,mean_winter_rm,Long_,population_frac_county,negative,medianhousevalue,totalTestResults,pct_asian,deathIncrease,hospitalizedIncrease,hispanic,pct_owner_occ,Province_State,education,poverty,pct_blk,pct_native,q_popdensity,mean_pm25,positiveIncrease,totalTestResults_county,Last_Update,Confirmed,medhouseholdincome
29,7725,1169.0,0,290.122018535999,291,38102,306.28167953573,0.6586017205459129,31.1256789,98.2229541202676,52.15084,0.149110683065024,88.60063356451691,-87.15918694,0.007885088218330559,84775,92000.0,92500,0.000869650157481545,2,12,0.0231122839410251,0.726815616051288,Alabama,0.23491843948811397,0.11723845584274199,0.292757297191049,0.0289861988300453,2,10.5522106522264,291,729.370660195577,0,31,34305.6666666667
133,7725,1311.6,0,285.319653219327,291,105768,305.055787334565,0.878074191922293,34.04567266,95.06205998870121,382.97540727272695,0.16187718241312302,85.68263881201649,-86.04051873,0.0218883525976691,84775,102252.320855615,92500,0.00536616913727143,2,12,0.0342603383346401,0.729264441473331,Alabama,0.24951608508793105,0.0868855632720665,0.0937380974228549,0.00540386194107378,4,12.191614720435199,291,2024.6726152843898,0,143,46061.3636363636
6,7725,1323.7,0,286.17441222605703,291,15986,305.89118707239396,0.945799621912808,33.72076938,96.50598590812729,30.732315000000003,0.176437664826304,87.5412409391299,-87.73886638,0.0033082520670367,84775,59851.3939393939,92500,0.00283744069532024,2,12,0.00558994153821588,0.8543788295078459,Alabama,0.377673483041185,0.100901737543976,0.0429794513462823,0.0,2,11.057853191628599,291,306.013316200895,0,6,32101.3333333333
132,7725,1237.8,0,284.753352379015,291,33104,305.168947798529,0.9352775496038209,34.44235334,95.63896857574221,41.57163,0.15390156999687699,87.0918671436081,-87.84289505,0.00685076794865401,84775,86671.42857142861,92500,0.00240331197120926,2,12,0.073668997158987,0.742580692439625,Alabama,0.32074388491187894,0.12059180829241199,0.0226035731554465,0.00988311442071525,2,10.1497351899426,291,633.696035250496,0,132,36354.714285714304
10,7725,1251.8,0,290.234969865982,291,27110,306.142984104903,0.883646709266375,31.09389027,97.9073056718717,52.36872125,0.17607710900393803,87.535714696241,-85.83572839,0.00561032863363975,84775,89097.3666666667,92500,0.00225252408330239,2,12,0.0421872965326016,0.7911539665525099,Alabama,0.288817104619589,0.138810156532193,0.0902969132771226,0.00302980914268974,2,10.638045145401199,291,518.955398611677,0,10,42998.375
57,7725,1176.0,0,287.524854983198,291,8177,306.331060202729,0.222115995215303,32.85504247,95.63387283342121,13.653082500000002,0.15931464957479802,86.3300536177567,-87.95684022,0.00169220425072933,84775,57375.0,92500,0.000784401613626178,2,12,0.0032351065255985,0.7636040521408969,Alabama,0.38322656775708,0.254254538481737,0.7579249969152672,0.00578628409817629,1,11.2986736589469,291,156.528893192463,0,58,22264.107142857203
50,7725,1165.9,0,287.965564466441,291,17164,306.442193480007,0.35793635912402005,32.76039258,95.56035032253081,22.6995,0.147697576847333,84.49631839299809,-87.63284988,0.00355203543592005,84775,90540.0,92500,0.000478311707785873,2,12,0.010878650167535002,0.8077426535684241,Alabama,0.319314245971836,0.258516298099038,0.6275650981684,0.00145898466577341,2,11.566636185899698,291,328.563277822605,0,52,32991.4
26,7725,1253.3,0,289.65954652643904,291,19674,306.188359349426,0.680013474515222,31.51148016,97.20814880790442,25.80526,0.179767158352693,87.20693042402469,-85.24267944,0.00407147198591768,84775,83250.0,92500,9.567546880979721e-05,2,12,0.0197580472913886,0.801171903846379,Alabama,0.29256856855651303,0.15535860036207003,0.30225749008194297,0.0,2,10.6891545709431,291,376.61115869738603,0,27,37223.0
91,7725,984.3,0,290.407236274052,291,105556,306.420252600615,0.78437713334078,31.15197924,97.2869561719157,201.22198,0.14423535445198699,86.2071921113542,-85.29939599,0.0218444798691434,84775,107270.0,92500,0.00524197919795606,2,12,0.0316210231110419,0.719382271947161,Alabama,0.24777441332322303,0.10538601350861698,0.18107732218872602,0.00701121714306954,3,11.044802040397599,291,2020.6143878957603,0,95,42478.0
48,7725,1195.6,0,283.836167205364,291,54599,304.010505992831,0.923439507249019,34.78144169,97.0193945887015,46.974723,0.15890776911623,88.74888249165909,-85.99750489,0.0112990901168608,84775,96616.6117647059,92500,0.00151009840929038,2,12,0.0198847151907998,0.7561329884621141,Alabama,0.293779466350756,0.17864940838853102,0.0222313311313111,0.00698287942826191,2,10.8909112543287,291,1045.16583580962,0,50,35506.2072829132
921,7725,1077.8,0,286.669239780762,291,660479,305.756069927162,0.5272419527307151,33.55554728,94.4125386131991,1208.01434980769,0.13523250940484402,84.5391037805208,-86.89506300000001,0.13668403709397803,84775,138673.504273504,92500,0.0100893255009965,2,12,0.0248653678555939,0.657698515828254,Alabama,0.22510378843925197,0.14504469011029097,0.43254443573937296,0.00205832683904132,4,13.7531402747946,291,12643.273431193,0,969,46449.782661782694
11,7725,1314.3,0,286.236356449592,291,14156,306.212824632499,0.8880424697575291,33.77995024,95.92851451313551,20.630887,0.18180590666656699,88.0694828480108,-88.09668032,0.00292953936325357,84775,70280.0,92500,0.0,2,12,0.0152123273362997,0.75558717550786,Alabama,0.405070677163331,0.15471049122354902,0.102647848926256,0.00181449845607476,2,10.639985378073598,291,270.982391100955,0,11,37936.8
59,7725,1108.2,0,284.452055303068,291,93235,305.031153558107,0.9232715686612271,34.90171875,95.9895502201346,244.8785475,0.165655210028159,87.21355741255421,-87.65624729,0.0192946879438363,84775,121662.5,92500,0.0053264604068127795,2,12,0.0189940329841308,0.77401785596083,Alabama,0.218049698648316,0.0875865032291589,0.0493649444413035,0.00363865071132357,3,11.103936343393901,291,1784.7586348048603,0,61,46953.75
14,7725,1097.7,0,284.90015263208903,291,38845,305.017110869734,0.7419546899087359,34.52041498,95.7304654132011,60.74078428571429,0.142158593677537,85.9958708579738,-87.31069453,0.00803884971500317,84775,97628.5714285714,92500,0.0023301387826292603,2,12,0.0251797562392316,0.816691537351242,Alabama,0.369600611733367,0.108380595169345,0.167384895930713,0.0303323737996448,2,11.083547532807698,291,743.593598637793,0,14,43515.285714285696
372,7725,647.4,0,287.954408464111,291,144012,305.698791558316,0.6340162903781179,32.60154883,95.47229706722229,332.61320625,0.0912086708773148,84.6398759743821,-85.35132246,0.0298028272662385,84775,135525.0,92500,0.0224342926122557,2,12,0.0298170702085597,0.627894876639608,Alabama,0.18345420924826303,0.096611133061819,0.31378418428054494,0.00190260578637465,4,11.817751282994301,291,2756.76152212707,0,400,41039.214285714304
45,7725,823.1,0,284.316199887393,291,87751,304.822251671412,0.8211822771615401,34.81185586,95.2594892871459,137.950718888889,0.124698217721937,86.7613426422275,-86.98310072,0.0181597915134829,84775,174599.2,92500,0.012226864624365,2,12,0.0511594441561161,0.7953611276305509,Alabama,0.263957217256648,0.11990080351816099,0.132367386024769,0.0043795539355915205,3,11.482984559746402,291,1679.7807149971698,0,45,67285.0
70,7725,1155.4,0,288.739024869809,291,13724,306.216921702287,0.33841285926856607,32.1597283,96.2635374507299,18.6934466666667,0.142497407099409,86.7885729513102,-86.65158371,0.0028401383315408302,84775,91116.6666666667,92500,0.00134138162307176,2,12,0.0157625513414066,0.7563438418473659,Alabama,0.321846492621411,0.242662328643631,0.6452169120581039,0.0008894818768067599,1,11.5167652449275,291,262.712795667527,0,71,35021.0
38,7725,1191.6,0,288.516873753245,291,18718,306.08022445394,0.22939453941675197,32.38759944,96.3914943504664,309.69455539999996,0.14567889267001002,87.4097437746879,-85.69267724,0.00387363081388671,84775,80580.0,92500,0.0016275982082887901,2,12,0.00782391091114582,0.703478187664744,Alabama,0.23021288111272,0.10120585248409698,0.7596425833068059,0.00254376750197759,4,11.729264956410198,291,358.31085028452105,0,40,35772.2
230,7725,795.1,0,284.22838514483897,291,351167,304.54745617439,0.716395540628663,34.76327133,95.42587634008541,787.4049104761909,0.12256810905432598,87.68710135315091,-86.55069633,0.0726728983876565,84775,168123.893081295,92500,0.0204628807981026,2,12,0.0415176511109173,0.675800871404607,Alabama,0.158986924493012,0.0807386667778227,0.21470251836312598,0.00624742333372799,4,12.0669021422242,291,6722.24310085823,0,234,64859.6666666667
55,7725,1196.3,0,288.41884363294497,291,19275,306.424065936832,0.449187272769164,32.24767634,96.4983605704567,20.5859403333333,0.16259501465585502,86.9656072639766,-87.78796182,0.003988900199683,84775,78779.2592592593,92500,0.000620624648157287,2,12,0.0162070623678796,0.747943511344437,Alabama,0.288528475859285,0.211410493341575,0.533170177515244,0.006365759681975371,2,11.0737776675062,291,368.97326847067706,0,58,29941.619047619
77,7725,1298.2,0,285.30986378099,291,29652,305.548870056007,0.953737277450613,34.13697363,96.5322378303359,36.2648271428571,0.17993129167301503,89.14191920170151,-87.88704173,0.00613638748228276,84775,84785.71428571429,92500,0.00236249203874486,2,12,0.0128455059336025,0.7631979259542809,Alabama,0.318156683227053,0.0972748128279838,0.0250188313415393,0.00477207162979408,2,10.4555088737809,291,567.615842111156,0,83,34538.8571428571
335,7725,1138.2,0,284.727206347012,291,100071,304.566662435573,0.939587797914973,34.36975964,94.7088689014945,165.880966666667,0.14965785714952498,86.0203141321343,-86.30486727,0.0207093764919573,84775,112566.66666666699,92500,0.00398243569943949,2,12,0.0978398190431706,0.72536474778109,Alabama,0.248635203314964,0.0981562192326254,0.0146056500711745,0.00497081840037802,3,11.5379047053798,291,1915.61732550605,0,342,41231.5555555556
1136,7725,1003.1,0,289.926990613713,291,414522,305.504136112336,0.576623002976453,30.78472347,98.0758671220249,980.535115757576,0.12986330839528698,89.42324706557291,-88.20842409,0.0857840149713617,84775,113577.155080214,92500,0.0491397469922544,2,12,0.0221737656373579,0.674665099271449,Alabama,0.23280799033455699,0.15160875767220902,0.337918528571271,0.0126237107202358,4,10.6904975648366,291,7935.021384850949,0,1198,43734.8787878788
12,7725,1109.7,0,289.571504377334,291,20749,306.324930962311,0.523565289990585,31.56729412,97.1094833215175,76.5306796666667,0.15396312260536402,87.5435610743474,-87.36995001,0.00429393983103619,84775,78221.932992225,92500,0.0020661278026820698,2,12,0.00220041026984247,0.56377759888907,Alabama,0.339666595694103,0.22056315062637802,0.45705735051089297,0.0111239655356566,3,10.564084263250999,291,397.18943437084704,0,13,24889.2666666667
402,7725,911.8,0,288.819110600607,291,223175,306.25520435528597,0.4321065453530129,32.2206831,95.9656405677566,858.5133505000001,0.121768571038098,86.91860563438601,-86.20969272,0.0461853593807654,84775,139756.217576063,92500,0.0123132891676285,2,12,0.030871339657957995,0.598501646370161,Alabama,0.231605949127344,0.105957016504631,0.527869071991011,0.00131128159476542,4,12.751822112828,291,4272.1457427208,0,409,48987.1875
74,7725,995.5,0,284.804070721615,291,114636,304.798953227066,0.822016134400253,34.45500589,95.04427865230369,255.44372333333303,0.139684050429492,85.558799582162,-86.85475946,0.0237235571097723,84775,107251.614814815,92500,0.0042422746966789895,2,12,0.0396397755652498,0.743872568506619,Alabama,0.26216072705378,0.0844152756684418,0.118354410816303,0.007905758614872891,3,11.688448083823399,291,2194.42903265393,0,74,42607.777777777796
15,7725,1333.9,0,287.849288599575,291,8926,306.158972367262,0.27969491304206,32.64048341,96.0848236128984,18.595775,0.162599862632397,85.8924214134746,-87.29770589,0.00184720742839795,84775,72950.0,92500,0.00157894736842106,2,12,0.0057017543859649,0.688533611071287,Alabama,0.35378959276018107,0.230069796954315,0.7104073264376071,0.000350877192982456,1,11.5626755039358,291,170.86668712681,0,15,22784.5
53,7725,1261.5,0,286.92480618556,291,19785,306.410810442138,0.588305488718036,33.28094866,95.3656301830789,22.580586,0.16772344902994,86.886443627004,-88.08818103,0.00409444308434387,84775,86660.0,92500,0.000470673118432131,2,12,0.0201612666441976,0.7464638700043941,Alabama,0.297693170642487,0.17336811580480802,0.39468699198396207,0.0008209338122113901,2,10.8731894386667,291,378.735985301808,0,55,32248.8
75,7725,995.5,0,289.090135207482,291,34690,305.930878985131,0.640095751648629,31.80396383,97.3822609238123,33.1544033333333,0.131277057036408,88.848727678549,-85.9408295,0.007178985625266059,84775,84983.3333333333,92500,0.0212627235200011,2,12,0.0204386161715584,0.7145904010851899,Alabama,0.285033168813121,0.13572933351754302,0.305547471013367,0.0141505509307857,2,10.885733810660698,291,664.05617033711,0,75,36191.3333333333
73,7725,1246.5,0,286.74703116162897,291,22870,305.098420637717,0.834579306657059,33.29526734,96.8650743869052,33.637582,0.17270727601164904,87.62951365817379,-85.45708831,0.00473287406312582,84775,102740.0,92500,0.00382165605095542,2,12,0.0238413232644393,0.691839459293978,Alabama,0.277920476788618,0.13815447310690498,0.135598420805413,0.00128729233713143,2,11.474729515863599,291,437.79085083913805,0,77,36057.2
61,7725,1074.9,0,288.838828935602,291,58948,306.112021054208,0.47024168110109704,32.28725256,96.8301202696112,340.47720828571397,0.128846686415858,87.8899366692681,-85.18415324,0.0121991018921356,84775,125442.857142857,92500,0.0033658229172982,2,12,0.050088562169829,0.7174894211467551,Alabama,0.39406120282572404,0.136613475570157,0.49062934540811404,0.0024202899193172603,4,11.7752765020659,291,1128.41692502254,0,61,46410.0
76,7725,980.1,0,286.225309766328,291,79184,305.331190401685,0.892030906385975,33.71902176,95.6377038241564,224.64403666666698,0.132159810353635,85.65638525346841,-86.31029372,0.0163868779980129,84775,136841.429145432,92500,0.0130659145390867,2,12,0.0208604032831546,0.831068215234578,Alabama,0.23821720990777304,0.11273925785449801,0.0770532718656229,0.0027042325387817397,3,12.1599198336865,291,1515.7862148161903,0,76,52719.5138719388
314,7725,626.1,0,287.227621352372,291,233331,305.835738446676,0.7650181686125559,33.26879845,94.81561442290881,362.559833529412,0.10652610478830801,84.81271391839759,-86.66232561,0.0482871114133455,84775,164475.717647059,92500,0.01262827903836,2,12,0.0428766455226285,0.830663256767723,Alabama,0.226034719170552,0.0600738419681349,0.17806517205176503,0.00613307386424548,4,12.6805364228105,291,4466.55780573446,0,327,62499.4285714286
74,7725,1124.8,0,287.940377540101,291,13237,306.389014121929,0.17067639803506401,32.59117397,96.5146733617983,17.7288735,0.149999202831542,87.5857511991774,-88.19916205,0.00273935522403133,84775,68128.2666666667,92500,0.0188869939326944,2,12,0.00144269159142469,0.701208772600098,Alabama,0.42829079346590204,0.28387720707848196,0.8017246469634709,0.0044333910034602105,1,10.9054576123394,291,253.390358222898,0,77,21565.25
63,7725,1138.0,0,287.041286861321,291,74490,305.623445654793,0.694376271889465,33.37823223,96.9023499202984,158.18438,0.14191231029358498,87.7975222461471,-86.16886178,0.0154154695654675,84775,86134.5777777778,92500,0.00247099697143335,2,12,0.0177027060463982,0.791457704644537,Alabama,0.34522591143049397,0.13197833471630901,0.277350993187189,0.00162659385354058,3,12.4275307737553,291,1425.9309348057502,0,65,37527.222222222204
277,7725,1269.8,0,287.655581169458,291,36196,305.671190478176,0.7244316695030841,32.86698258,96.59757207675979,47.977986,0.17407201827940802,88.44479537399789,-85.79833053,0.00749064755526463,84775,107760.0,92500,0.00225985245130308,2,12,0.0161752031563806,0.7732637126153199,Alabama,0.20346646476386,0.0966669332441824,0.258600611200598,0.00240783079354298,2,11.662727149783,291,692.8848988619791,0,295,41604.2
216,7725,852.8,0,287.034126368733,291,189536,306.181009047206,0.7234961230189009,33.28726072,95.1901104957713,334.269099411765,0.111335291838591,85.5477162164071,-87.52556818,0.0392238748766338,84775,142782.31703923902,92500,0.00834648506035604,2,12,0.027689683461488996,0.73222311258718,Alabama,0.230360909278179,0.0556624029830759,0.249673466344598,0.00125497022635769,4,12.2778721427493,291,3628.20842608863,0,218,52188.588235294104
99,7725,1412.5,0,286.285972356769,291,65600,305.818758805501,0.9015522290928041,33.80270512,95.95272983523041,151.909373846154,0.161623336299034,86.2757370840185,-87.30027177,0.0135757122230456,84775,78615.3846153846,92500,0.00250284604899535,2,12,0.021313395918618,0.763984748367489,Alabama,0.316601189274945,0.128025729507117,0.0713854228685015,0.000614337842581071,3,11.9794177316885,291,1255.75338063172,0,99,35298.0769230769
